feeling, mood	<b>気分<b> <br> きぶん <br>[sound:k-1127_気分.mp3]
以後	[sound:k-1254_以後.mp3]<br>いご <br> after this, from now on, hereafter; thereafter, since (verb) (after -te form of verb), after (time), since (then)
after this, from now on, hereafter; thereafter, since (verb) (after -te form of verb), after (time), since (then)	<b>以後<b> <br> いご <br>[sound:k-1254_以後.mp3]
[sound:k-1254_以後.mp3]	after this, from now on, hereafter; thereafter, since<br> <b>verb) (after -te form of verb), after (time), since (then) (以後</b> <br> (いご)
(<b>直前</b>) その重要な発表の直前に彼は緊張していました。	[sound:s-1254_その重要な発表の直前に彼は緊張していました。.mp3] <br> そのじゅうようなはっぴょうのちょくぜんにかれはきんちょうしていました。 <br> He was nervous just before the important presentation.
[sound:s-1244_戦後の経済復興は難しいでした。.mp3]	(<b>戦後</b>) 戦後の経済復興は難しいでした。<br> せんごのけいざいふっこうはむずかしいでした。 <br>Economic recovery after the war was difficult.	
以上	[sound:k-1255_以上.mp3]<br>いじょう <br> not less than, ... and more, ... and upwards; beyond ... (e.g. one's means), further (e.g. nothing further to say), more than ... (e.g. cannot pay more than that); above-mentioned, foregoing; since ..., seeing that ...; this is all, that is the end, the end
not less than, ... and more, ... and upwards; beyond ... (e.g. one's means), further (e.g. nothing further to say), more than ... (e.g. cannot pay more than that); above-mentioned, foregoing; since ..., seeing that ...; this is all, that is the end, the end	<b>以上<b> <br> いじょう <br>[sound:k-1255_以上.mp3]
[sound:k-1255_以上.mp3]	not less than, ... and more, ... and upwards; beyond ...<br> <b>e.g. one's means), further (e.g. nothing further to say), more than ... (e.g. cannot pay more than that); above-mentioned, foregoing; since ..., seeing that ...; this is all, that is the end, the end (以上</b> <br> (いじょう)
(<b>名前</b>) 私の名前は日本語で「美しい」という意味です。	[sound:s-1255_私の名前は日本語で「美しい」という意味です。.mp3] <br> わたしのなまえはにほんごで「うつくしい」といういみです。 <br> My name means "beautiful" in Japanese.
[sound:s-1245_試合の後半で得点しました。.mp3]	(<b>後半</b>) 試合の後半で得点しました。<br> しあいのこうはんでとくてんしました。 <br>They scored in the second half of the game.	
以降	[sound:k-1256_以降.mp3]<br>いこう <br> on and after, as from, hereafter, thereafter, since
on and after, as from, hereafter, thereafter, since	<b>以降<b> <br> いこう <br>[sound:k-1256_以降.mp3]
[sound:k-1256_以降.mp3]	on and after, as from, hereafter, thereafter, since<br> <b>以降</b> <br> (いこう)
(<b>前半</b>) 試合の前半は負けてしまいました。	[sound:s-1256_試合の前半は負けてしまいました。.mp3] <br> しあいのぜんはんはまけてしまいました。 <br> We lost in the first half of the game.
[sound:s-1246_その出来事の直後に彼女に会いました。.mp3]	(<b>直後</b>) その出来事の直後に彼女に会いました。<br> そのできごとのちょくごにかのじょにあいました。 <br>I met her immediately after the incident.	
以外	[sound:k-1257_以外.mp3]<br>いがい <br> with the exception of, excepting
with the exception of, excepting	<b>以外<b> <br> いがい <br>[sound:k-1257_以外.mp3]
[sound:k-1257_以外.mp3]	with the exception of, excepting<br> <b>以外</b> <br> (いがい)
(<b>以前</b>) 彼女とは以前から知り合いです。	[sound:s-1257_彼女とは以前から知り合いです。.mp3] <br> かのじょとはいぜんからしりあいです。 <br> I've known her since before.
[sound:s-1247_そのプロジェクトは地元企業の後援を受けています。.mp3]	(<b>後援</b>) そのプロジェクトは地元企業の後援を受けています。<br> そのプロジェクトはじもときぎょうのこうえんをうけています。 <br>The project is sponsored by local businesses.	
以遠	[sound:k-1258_以遠.mp3]<br>いえん <br> beyond, further than
beyond, further than	<b>以遠<b> <br> いえん <br>[sound:k-1258_以遠.mp3]
[sound:k-1258_以遠.mp3]	beyond, further than<br> <b>以遠</b> <br> (いえん)
(<b>事前</b>) 会議の事前準備を行いました。	[sound:s-1258_会議の事前準備を行いました。.mp3] <br> かいぎのじぜんじゅんびをおこないました。 <br> We made preparations before the meeting.
[sound:s-1248_彼は父親の後継者として期待されています。.mp3]	(<b>後継</b>) 彼は父親の後継者として期待されています。<br> かれはちちおやのこうけいしゃとしてきたいされています。 <br>He is expected to succeed his father.	
以心伝心	[sound:k-1259_以心伝心.mp3]<br>いしんでんしん <br> telepathy, tacit understanding, communion of mind with mind, sympathy
telepathy, tacit understanding, communion of mind with mind, sympathy	<b>以心伝心<b> <br> いしんでんしん <br>[sound:k-1259_以心伝心.mp3]
[sound:k-1259_以心伝心.mp3]	telepathy, tacit understanding, communion of mind with mind, sympathy<br> <b>以心伝心</b> <br> (いしんでんしん)
(<b>民</b>) 民は政府に対する要求を持っています。	[sound:s-1259_民は政府に対する要求を持っています。.mp3] <br> たみはせいふにたいするようきゅうをもっています。 <br> The people have demands on the government.
[sound:s-1249_会議は午前十時から始まります。.mp3]	(<b>午前</b>) 会議は午前十時から始まります。<br> かいぎはごぜんじゅうじからはじまります。 <br>The meeting will start at 10 a.m.	
危機	[sound:k-1260_危機.mp3]<br>きき <br> crisis
crisis	<b>危機<b> <br> きき <br>[sound:k-1260_危機.mp3]
[sound:k-1260_危機.mp3]	crisis<br> <b>危機</b> <br> (きき)
(<b>国民</b>) 国民の安全が最優先です。	[sound:s-1260_国民の安全が最優先です。.mp3] <br> こくみんのあんぜんがさいゆうせんです。 <br> The safety of the citizens is the top priority.
[sound:s-1250_前年の売り上げは増加しました。.mp3]	(<b>前年</b>) 前年の売り上げは増加しました。<br> ぜんねんのうりあげはぞうかしました。 <br>Sales increased compared to the previous year.	
機関	[sound:k-1261_機関.mp3]<br>きかん <br> mechanism, facility, engine; agency, organisation, institution, organ
mechanism, facility, engine; agency, organisation, institution, organ	<b>機関<b> <br> きかん <br>[sound:k-1261_機関.mp3]
[sound:k-1261_機関.mp3]	mechanism, facility, engine; agency, organisation, institution, organ<br> <b>機関</b> <br> (きかん)
(<b>市民</b>) 市民は市政に不満を持っています。	[sound:s-1261_市民は市政に不満を持っています。.mp3] <br> しみんはしせいにふまんをもっています。 <br> The citizens are dissatisfied with the city government.
[sound:s-1251_前回の会議の議事録を確認しました。.mp3]	(<b>前回</b>) 前回の会議の議事録を確認しました。<br> ぜんかいのかいぎのぎじろくをかくにんしました。 <br>I checked the minutes of the last meeting.	
機構	[sound:k-1262_機構.mp3]<br>きこう <br> mechanism, organization, organisation
mechanism, organization, organisation	<b>機構<b> <br> きこう <br>[sound:k-1262_機構.mp3]
[sound:k-1262_機構.mp3]	mechanism, organization, organisation<br> <b>機構</b> <br> (きこう)
(<b>住民</b>) この地域の住民はとても親切です。	[sound:s-1262_この地域の住民はとても親切です。.mp3] <br> このちいきのじゅうみんはとてもしんせつです。 <br> The residents of this area are very kind.
[sound:s-1252_この計画の前提条件を検討しましょう。.mp3]	(<b>前提</b>) この計画の前提条件を検討しましょう。<br> このけいかくのぜんていじょうけんをけんとうしましょう。 <br>Let's consider the underlying conditions of this plan.	
機能	[sound:k-1263_機能.mp3]<br>きのう <br> function, facility, faculty, feature
function, facility, faculty, feature	<b>機能<b> <br> きのう <br>[sound:k-1263_機能.mp3]
[sound:k-1263_機能.mp3]	function, facility, faculty, feature<br> <b>機能</b> <br> (きのう)
(<b>民間</b>) このプロジェクトは民間企業との協力が必要です。	[sound:s-1263_このプロジェクトは民間企業との協力が必要です。.mp3] <br> このプロジェクトはみんかんきぎょうとのきょうりょくがひつようです。 <br> This project requires cooperation with private companies.
[sound:s-1253_旅行の前日に荷物を準備しました。.mp3]	(<b>前日</b>) 旅行の前日に荷物を準備しました。<br> りょこうのぜんじつににもつをじゅんびしました。 <br>I prepared my luggage the day before the trip.	
機会	[sound:k-1264_機会.mp3]<br>きかい <br> chance, opportunity
chance, opportunity	<b>機会<b> <br> きかい <br>[sound:k-1264_機会.mp3]
[sound:k-1264_機会.mp3]	chance, opportunity<br> <b>機会</b> <br> (きかい)
(<b>民主</b>) その政党は民主主義を重視しています。	[sound:s-1264_その政党は民主主義を重視しています。.mp3] <br> そのせいとうはみんしゅしゅぎをじゅうししています。 <br> The party values democracy.
[sound:s-1254_その重要な発表の直前に彼は緊張していました。.mp3]	(<b>直前</b>) その重要な発表の直前に彼は緊張していました。<br> そのじゅうようなはっぴょうのちょくぜんにかれはきんちょうしていました。 <br>He was nervous just before the important presentation.	
機械	[sound:k-1265_機械.mp3]<br>きかい <br> machine, mechanism; instrument, appliance, apparatus
machine, mechanism; instrument, appliance, apparatus	<b>機械<b> <br> きかい <br>[sound:k-1265_機械.mp3]
[sound:k-1265_機械.mp3]	machine, mechanism; instrument, appliance, apparatus<br> <b>機械</b> <br> (きかい)
(<b>民族</b>) この国は多様な民族が共存しています。	[sound:s-1265_この国は多様な民族が共存しています。.mp3] <br> このくにはたようなみんぞくがきょうぞんしています。 <br> This country has various ethnic groups coexisting.
[sound:s-1255_私の名前は日本語で「美しい」という意味です。.mp3]	(<b>名前</b>) 私の名前は日本語で「美しい」という意味です。<br> わたしのなまえはにほんごで「うつくしい」といういみです。 <br>My name means "beautiful" in Japanese.	
機器	[sound:k-1266_機器.mp3]<br>きき <br> machinery and tools
machinery and tools	<b>機器<b> <br> きき <br>[sound:k-1266_機器.mp3]
[sound:k-1266_機器.mp3]	machinery and tools<br> <b>機器</b> <br> (きき)
(<b>自民党</b>) 自民党は国会で多数派です。	[sound:s-1266_自民党は国会で多数派です。.mp3] <br> じみんとうはこっかいでたすうはです。 <br> The Liberal Democratic Party is the majority in parliament.
[sound:s-1256_試合の前半は負けてしまいました。.mp3]	(<b>前半</b>) 試合の前半は負けてしまいました。<br> しあいのぜんはんはまけてしまいました。 <br>We lost in the first half of the game.	
金融機関	[sound:k-1267_金融機関.mp3]<br>きんゆうきかん <br> financial institutions, banking facilities
financial institutions, banking facilities	<b>金融機関<b> <br> きんゆうきかん <br>[sound:k-1267_金融機関.mp3]
[sound:k-1267_金融機関.mp3]	financial institutions, banking facilities<br> <b>金融機関</b> <br> (きんゆうきかん)
(<b>自民</b>) 自民党の候補者が選挙に勝利しました。	[sound:s-1267_自民党の候補者が選挙に勝利しました。.mp3] <br> じみんとうのこうほしゃがせんきょにしょうりしました。 <br> The candidate of the Liberal Democratic Party won the election.
[sound:s-1257_彼女とは以前から知り合いです。.mp3]	(<b>以前</b>) 彼女とは以前から知り合いです。<br> かのじょとはいぜんからしりあいです。 <br>I've known her since before.	
航空機	[sound:k-1268_航空機.mp3]<br>こうくうき <br> aircraft, aeroplane, airplane
aircraft, aeroplane, airplane	<b>航空機<b> <br> こうくうき <br>[sound:k-1268_航空機.mp3]
[sound:k-1268_航空機.mp3]	aircraft, aeroplane, airplane<br> <b>航空機</b> <br> (こうくうき)
(<b>人民</b>) 人民の幸福を守ることが政府の責任です。	[sound:s-1268_人民の幸福を守ることが政府の責任です。.mp3] <br> じんみんのこうふくをまもることがせいふのせきにんです。 <br> It is the government's responsibility to protect the people's happiness.
[sound:s-1258_会議の事前準備を行いました。.mp3]	(<b>事前</b>) 会議の事前準備を行いました。<br> かいぎのじぜんじゅんびをおこないました。 <br>We made preparations before the meeting.	
電機	[sound:k-1269_電機.mp3]<br>でんき <br> electrical machinery, appliances
electrical machinery, appliances	<b>電機<b> <br> でんき <br>[sound:k-1269_電機.mp3]
[sound:k-1269_電機.mp3]	electrical machinery, appliances<br> <b>電機</b> <br> (でんき)
(<b>生きる</b>) 生きるためには食べ物が必要です。	[sound:s-1269_生きるためには食べ物が必要です。.mp3] <br> いきるためにはたべものがひつようです。 <br> Food is necessary to live.
[sound:s-1259_民は政府に対する要求を持っています。.mp3]	(<b>民</b>) 民は政府に対する要求を持っています。<br> たみはせいふにたいするようきゅうをもっています。 <br>The people have demands on the government.	
平和	[sound:k-1270_平和.mp3]<br>へいわ <br> peace, harmony
peace, harmony	<b>平和<b> <br> へいわ <br>[sound:k-1270_平和.mp3]
[sound:k-1270_平和.mp3]	peace, harmony<br> <b>平和</b> <br> (へいわ)
(<b>学生</b>) 学生時代は楽しい思い出がたくさんあります。	[sound:s-1270_学生時代は楽しい思い出がたくさんあります。.mp3] <br> がくせいじだいはたのしいおもいでがたくさんあります。 <br> I have many fond memories of my student days.
[sound:s-1260_国民の安全が最優先です。.mp3]	(<b>国民</b>) 国民の安全が最優先です。<br> こくみんのあんぜんがさいゆうせんです。 <br>The safety of the citizens is the top priority.	
和平	[sound:k-1271_和平.mp3]<br>わへい <br> peace
peace	<b>和平<b> <br> わへい <br>[sound:k-1271_和平.mp3]
[sound:k-1271_和平.mp3]	peace<br> <b>和平</b> <br> (わへい)
(<b>生活</b>) 彼は素朴な生活を楽しんでいます。	[sound:s-1271_彼は素朴な生活を楽しんでいます。.mp3] <br> かれはそぼくなせいかつをたのしんでいます。 <br> He enjoys a simple life.
[sound:s-1261_市民は市政に不満を持っています。.mp3]	(<b>市民</b>) 市民は市政に不満を持っています。<br> しみんはしせいにふまんをもっています。 <br>The citizens are dissatisfied with the city government.	
平均	[sound:k-1272_平均.mp3]<br>へいきん, へいぎん <br> average, mean; balance, equilibrium
average, mean; balance, equilibrium	<b>平均<b> <br> へいきん, へいぎん <br>[sound:k-1272_平均.mp3]
[sound:k-1272_平均.mp3]	average, mean; balance, equilibrium<br> <b>平均</b> <br> (へいきん, へいぎん)
(<b>生産</b>) この工場は毎日多くの製品を生産しています。	[sound:s-1272_この工場は毎日多くの製品を生産しています。.mp3] <br> このこうじょうはまいにちおおくのせいひんをせいさんしています。 <br> This factory produces many products every day.
[sound:s-1262_この地域の住民はとても親切です。.mp3]	(<b>住民</b>) この地域の住民はとても親切です。<br> このちいきのじゅうみんはとてもしんせつです。 <br>The residents of this area are very kind.	
太平洋	[sound:k-1273_太平洋.mp3]<br>たいへいよう <br> Pacific Ocean
Pacific Ocean	<b>太平洋<b> <br> たいへいよう <br>[sound:k-1273_太平洋.mp3]
[sound:k-1273_太平洋.mp3]	Pacific Ocean<br> <b>太平洋</b> <br> (たいへいよう)
(<b>厚生省</b>) 厚生省は国民の健康を管理しています。	[sound:s-1273_厚生省は国民の健康を管理しています。.mp3] <br> こうせいしょうはこくみんのけんこうをかんりしています。 <br> The Ministry of Health manages the health of the citizens.
[sound:s-1263_このプロジェクトは民間企業との協力が必要です。.mp3]	(<b>民間</b>) このプロジェクトは民間企業との協力が必要です。<br> このプロジェクトはみんかんきぎょうとのきょうりょくがひつようです。 <br>This project requires cooperation with private companies.	
平成	[sound:k-1274_平成.mp3]<br>へいせい <br> Heisei era (1989.1.8- )
Heisei era (1989.1.8- )	<b>平成<b> <br> へいせい <br>[sound:k-1274_平成.mp3]
[sound:k-1274_平成.mp3]	Heisei era<br> <b>1989.1.8- ) (平成</b> <br> (へいせい)
(<b>新生</b>) この地域に新生活を始めることにしました。	[sound:s-1274_この地域に新生活を始めることにしました。.mp3] <br> このちいきにしんせいかつをはじめることにしました。 <br> I decided to start a new life in this area.
[sound:s-1264_その政党は民主主義を重視しています。.mp3]	(<b>民主</b>) その政党は民主主義を重視しています。<br> そのせいとうはみんしゅしゅぎをじゅうししています。 <br>The party values democracy.	
平壌	[sound:k-1275_平壌.mp3]<br>へいじょう <br> Pyongyang
Pyongyang	<b>平壌<b> <br> へいじょう <br>[sound:k-1275_平壌.mp3]
[sound:k-1275_平壌.mp3]	Pyongyang<br> <b>平壌</b> <br> (へいじょう)
(<b>人生</b>) 人生にはさまざまな挑戦があります。	[sound:s-1275_人生にはさまざまな挑戦があります。.mp3] <br> じんせいにはさまざまなちょうせんがあります。 <br> Life presents various challenges.
[sound:s-1265_この国は多様な民族が共存しています。.mp3]	(<b>民族</b>) この国は多様な民族が共存しています。<br> このくにはたようなみんぞくがきょうぞんしています。 <br>This country has various ethnic groups coexisting.	
平等	[sound:k-1276_平等.mp3]<br>びょうどう <br> equality, impartiality, evenness
equality, impartiality, evenness	<b>平等<b> <br> びょうどう <br>[sound:k-1276_平等.mp3]
[sound:k-1276_平等.mp3]	equality, impartiality, evenness<br> <b>平等</b> <br> (びょうどう)
(<b>生徒</b>) 彼は学校の生徒たちと一緒に遊んでいます。	[sound:s-1276_彼は学校の生徒たちと一緒に遊んでいます。.mp3] <br> かれはがっこうのせいとたちといっしょにあそんでいます。 <br> He is playing with the students from school.
[sound:s-1266_自民党は国会で多数派です。.mp3]	(<b>自民党</b>) 自民党は国会で多数派です。<br> じみんとうはこっかいでたすうはです。 <br>The Liberal Democratic Party is the majority in parliament.	
平年	[sound:k-1277_平年.mp3]<br>へいねん <br> non-leap year; normal year (esp. as pertains to weather patterns, vegetative growth, harvest yields, etc.)
non-leap year; normal year (esp. as pertains to weather patterns, vegetative growth, harvest yields, etc.)	<b>平年<b> <br> へいねん <br>[sound:k-1277_平年.mp3]
[sound:k-1277_平年.mp3]	non-leap year; normal year<br> <b>esp. as pertains to weather patterns, vegetative growth, harvest yields, etc.) (平年</b> <br> (へいねん)
(<b>先生</b>) 彼女は素晴らしい先生です。	[sound:s-1277_彼女は素晴らしい先生です。.mp3] <br> かのじょはすばらしいせんせいです。 <br> She is a wonderful teacher.
[sound:s-1267_自民党の候補者が選挙に勝利しました。.mp3]	(<b>自民</b>) 自民党の候補者が選挙に勝利しました。<br> じみんとうのこうほしゃがせんきょにしょうりしました。 <br>The candidate of the Liberal Democratic Party won the election.	
太平洋戦争	[sound:k-1278_太平洋戦争.mp3]<br>たいへいようせんそう <br> the Pacific War
the Pacific War	<b>太平洋戦争<b> <br> たいへいようせんそう <br>[sound:k-1278_太平洋戦争.mp3]
[sound:k-1278_太平洋戦争.mp3]	the Pacific War<br> <b>太平洋戦争</b> <br> (たいへいようせんそう)
(<b>年生</b>) 彼は二年生です。	[sound:s-1278_彼は二年生です。.mp3] <br> かれはにねんせいです。 <br> He is in the second year.
[sound:s-1268_人民の幸福を守ることが政府の責任です。.mp3]	(<b>人民</b>) 人民の幸福を守ることが政府の責任です。<br> じんみんのこうふくをまもることがせいふのせきにんです。 <br>It is the government's responsibility to protect the people's happiness.	
平安	[sound:k-1279_平安.mp3]<br>へいあん <br> peace, tranquility, tranquillity; Heian era (794-1185)
peace, tranquility, tranquillity; Heian era (794-1185)	<b>平安<b> <br> へいあん <br>[sound:k-1279_平安.mp3]
[sound:k-1279_平安.mp3]	peace, tranquility, tranquillity; Heian era<br> <b>794-1185) (平安</b> <br> (へいあん)
(<b>連</b>) 彼らは連日働いています。	[sound:s-1279_彼らは連日働いています。.mp3] <br> かれらはれんじつはたらいています。 <br> They work day after day.
[sound:s-1269_生きるためには食べ物が必要です。.mp3]	(<b>生きる</b>) 生きるためには食べ物が必要です。<br> いきるためにはたべものがひつようです。 <br>Food is necessary to live.	
総会	[sound:k-1280_総会.mp3]<br>そうかい <br> general meeting
general meeting	<b>総会<b> <br> そうかい <br>[sound:k-1280_総会.mp3]
[sound:k-1280_総会.mp3]	general meeting<br> <b>総会</b> <br> (そうかい)
(<b>関連</b>) この問題は彼と関連があります。	[sound:s-1280_この問題は彼と関連があります。.mp3] <br> このもんだいはかれとかんれんがあります。 <br> This issue is related to him.
[sound:s-1270_学生時代は楽しい思い出がたくさんあります。.mp3]	(<b>学生</b>) 学生時代は楽しい思い出がたくさんあります。<br> がくせいじだいはたのしいおもいでがたくさんあります。 <br>I have many fond memories of my student days.	
総裁	[sound:k-1281_総裁.mp3]<br>そうさい <br> president
president	<b>総裁<b> <br> そうさい <br>[sound:k-1281_総裁.mp3]
[sound:k-1281_総裁.mp3]	president<br> <b>総裁</b> <br> (そうさい)
(<b>国連</b>) 国連は世界平和の維持に努めています。	[sound:s-1281_国連は世界平和の維持に努めています。.mp3] <br> こくれんはせかいへいわのいじにつとめています。 <br> The United Nations strives to maintain world peace.
[sound:s-1271_彼は素朴な生活を楽しんでいます。.mp3]	(<b>生活</b>) 彼は素朴な生活を楽しんでいます。<br> かれはそぼくなせいかつをたのしんでいます。 <br>He enjoys a simple life.	
総選挙	[sound:k-1282_総選挙.mp3]<br>そうせんきょ <br> general election (of the lower house)
general election (of the lower house)	<b>総選挙<b> <br> そうせんきょ <br>[sound:k-1282_総選挙.mp3]
[sound:k-1282_総選挙.mp3]	general election<br> <b>of the lower house) (総選挙</b> <br> (そうせんきょ)
(<b>連合</b>) 企業は労働組合と連合しています。	[sound:s-1282_企業は労働組合と連合しています。.mp3] <br> きぎょうはろうどうくみあいとれんごうしています。 <br> Companies are allied with labor unions.
[sound:s-1272_この工場は毎日多くの製品を生産しています。.mp3]	(<b>生産</b>) この工場は毎日多くの製品を生産しています。<br> このこうじょうはまいにちおおくのせいひんをせいさんしています。 <br>This factory produces many products every day.	
総合	[sound:k-1283_総合.mp3]<br>そうごう <br> synthesis, coordination, putting together, integration, composite; comprehensive
synthesis, coordination, putting together, integration, composite; comprehensive	<b>総合<b> <br> そうごう <br>[sound:k-1283_総合.mp3]
[sound:k-1283_総合.mp3]	synthesis, coordination, putting together, integration, composite; comprehensive<br> <b>総合</b> <br> (そうごう)
(<b>連続</b>) 彼の成功は連続的な努力の結果です。	[sound:s-1283_彼の成功は連続的な努力の結果です。.mp3] <br> かれのせいこうはれんぞくてきなどりょくのけっかです。 <br> His success is the result of continuous effort.
[sound:s-1273_厚生省は国民の健康を管理しています。.mp3]	(<b>厚生省</b>) 厚生省は国民の健康を管理しています。<br> こうせいしょうはこくみんのけんこうをかんりしています。 <br>The Ministry of Health manages the health of the citizens.	
総額	[sound:k-1284_総額.mp3]<br>そうがく <br> sum total, total amount
sum total, total amount	<b>総額<b> <br> そうがく <br>[sound:k-1284_総額.mp3]
[sound:k-1284_総額.mp3]	sum total, total amount<br> <b>総額</b> <br> (そうがく)
(<b>連邦</b>) この国は50の州から成る連邦です。	[sound:s-1284_この国は50の州から成る連邦です。.mp3] <br> このくには50のしゅうからなるれんぽうです。 <br> This country is a federation consisting of 50 states.
[sound:s-1274_この地域に新生活を始めることにしました。.mp3]	(<b>新生</b>) この地域に新生活を始めることにしました。<br> このちいきにしんせいかつをはじめることにしました。 <br>I decided to start a new life in this area.	
総長	[sound:k-1285_総長.mp3]<br>そうちょう <br> (college) president, secretary-general
(college) president, secretary-general	<b>総長<b> <br> そうちょう <br>[sound:k-1285_総長.mp3]
[sound:k-1285_総長.mp3]	(college) president, secretary-general<br> <b>総長</b> <br> (そうちょう)
(<b>連立</b>) 彼らは連立政権を形成しました。	[sound:s-1285_彼らは連立政権を形成しました。.mp3] <br> かれらはれんりつせいけんをけいせいしました。 <br> They formed a coalition government.
[sound:s-1275_人生にはさまざまな挑戦があります。.mp3]	(<b>人生</b>) 人生にはさまざまな挑戦があります。<br> じんせいにはさまざまなちょうせんがあります。 <br>Life presents various challenges.	
総務	[sound:k-1286_総務.mp3]<br>そうむ <br> general business (affairs), manager, director, adjutant general (mil)
general business (affairs), manager, director, adjutant general (mil)	<b>総務<b> <br> そうむ <br>[sound:k-1286_総務.mp3]
[sound:k-1286_総務.mp3]	general business<br> <b>affairs), manager, director, adjutant general (mil) (総務</b> <br> (そうむ)
(<b>連盟</b>) そのスポーツチームは国際連盟に加盟しています。	[sound:s-1286_そのスポーツチームは国際連盟に加盟しています。.mp3] <br> そのスポーツチームはこくさいれんめいにかめいしています。 <br> The sports team is a member of the international federation.
[sound:s-1276_彼は学校の生徒たちと一緒に遊んでいます。.mp3]	(<b>生徒</b>) 彼は学校の生徒たちと一緒に遊んでいます。<br> かれはがっこうのせいとたちといっしょにあそんでいます。 <br>He is playing with the students from school.	
総理	[sound:k-1287_総理.mp3]<br>そうり <br> prime minister, leader, overseer (of national affairs), president
prime minister, leader, overseer (of national affairs), president	<b>総理<b> <br> そうり <br>[sound:k-1287_総理.mp3]
[sound:k-1287_総理.mp3]	prime minister, leader, overseer<br> <b>of national affairs), president (総理</b> <br> (そうり)
(<b>連絡</b>) 彼から連絡がありました。	[sound:s-1287_彼から連絡がありました。.mp3] <br> かれかられんらくがありました。 <br> I received a message from him.Sure, let's get started!
[sound:s-1277_彼女は素晴らしい先生です。.mp3]	(<b>先生</b>) 彼女は素晴らしい先生です。<br> かのじょはすばらしいせんせいです。 <br>She is a wonderful teacher.	
総会屋	[sound:k-1288_総会屋.mp3]<br>そうかいや <br> extortionist that threatens to disrupt stock-holder meetings
extortionist that threatens to disrupt stock-holder meetings	<b>総会屋<b> <br> そうかいや <br>[sound:k-1288_総会屋.mp3]
[sound:k-1288_総会屋.mp3]	extortionist that threatens to disrupt stock-holder meetings<br> <b>総会屋</b> <br> (そうかいや)
(<b>在る</b>) 家に猫が在ります。	[sound:s-1288_家に猫が在ります。.mp3] <br> There is a cat at home.
[sound:s-1278_彼は二年生です。.mp3]	(<b>年生</b>) 彼は二年生です。<br> かれはにねんせいです。 <br>He is in the second year.	
総括	[sound:k-1289_総括.mp3]<br>そうかつ <br> synthesis, recap, generalize, generalise
synthesis, recap, generalize, generalise	<b>総括<b> <br> そうかつ <br>[sound:k-1289_総括.mp3]
[sound:k-1289_総括.mp3]	synthesis, recap, generalize, generalise<br> <b>総括</b> <br> (そうかつ)
(<b>現在</b>) 現在、私は仕事中です。	[sound:s-1289_現在、私は仕事中です。.mp3] <br> "Currently, I am working."
[sound:s-1279_彼らは連日働いています。.mp3]	(<b>連</b>) 彼らは連日働いています。<br> かれらはれんじつはたらいています。 <br>They work day after day.	
加	[sound:k-1290_加.mp3]<br>か <br> addition, increase; Canada
addition, increase; Canada	<b>加<b> <br> か <br>[sound:k-1290_加.mp3]
[sound:k-1290_加.mp3]	addition, increase; Canada<br> <b>加</b> <br> (か)
(<b>存在</b>) UFOの存在は未だ確認されていません。	[sound:s-1290_UFOの存在は未だ確認されていません。.mp3] <br> The existence of UFOs has not yet been confirmed.
[sound:s-1280_この問題は彼と関連があります。.mp3]	(<b>関連</b>) この問題は彼と関連があります。<br> このもんだいはかれとかんれんがあります。 <br>This issue is related to him.	
加盟	[sound:k-1291_加盟.mp3]<br>かめい <br> participation, affiliation
participation, affiliation	<b>加盟<b> <br> かめい <br>[sound:k-1291_加盟.mp3]
[sound:k-1291_加盟.mp3]	participation, affiliation<br> <b>加盟</b> <br> (かめい)
(<b>在住</b>) 彼は東京に在住しています。	[sound:s-1291_彼は東京に在住しています。.mp3] <br> He lives in Tokyo.
[sound:s-1281_国連は世界平和の維持に努めています。.mp3]	(<b>国連</b>) 国連は世界平和の維持に努めています。<br> こくれんはせかいへいわのいじにつとめています。 <br>The United Nations strives to maintain world peace.	
参加	[sound:k-1292_参加.mp3]<br>さんか <br> participation
participation	<b>参加<b> <br> さんか <br>[sound:k-1292_参加.mp3]
[sound:k-1292_参加.mp3]	participation<br> <b>参加</b> <br> (さんか)
(<b>在日</b>) 在日外国人は多様な背景を持っています。	[sound:s-1292_在日外国人は多様な背景を持っています。.mp3] <br> Foreigners residing in Japan have diverse backgrounds.
[sound:s-1282_企業は労働組合と連合しています。.mp3]	(<b>連合</b>) 企業は労働組合と連合しています。<br> きぎょうはろうどうくみあいとれんごうしています。 <br>Companies are allied with labor unions.	
増加	[sound:k-1293_増加.mp3]<br>ぞうか <br> increase, increment, addition
increase, increment, addition	<b>増加<b> <br> ぞうか <br>[sound:k-1293_増加.mp3]
[sound:k-1293_増加.mp3]	increase, increment, addition<br> <b>増加</b> <br> (ぞうか)
(<b>滞在</b>) 私たちはホテルで一週間滞在しました。	[sound:s-1293_私たちはホテルで一週間滞在しました。.mp3] <br> We stayed at the hotel for a week.
[sound:s-1283_彼の成功は連続的な努力の結果です。.mp3]	(<b>連続</b>) 彼の成功は連続的な努力の結果です。<br> かれのせいこうはれんぞくてきなどりょくのけっかです。 <br>His success is the result of continuous effort.	
参加者	[sound:k-1294_参加者.mp3]<br>さんかしゃ <br> participant, entrant
participant, entrant	<b>参加者<b> <br> さんかしゃ <br>[sound:k-1294_参加者.mp3]
[sound:k-1294_参加者.mp3]	participant, entrant<br> <b>参加者</b> <br> (さんかしゃ)
