相続税	[sound:k-1409_相続税.mp3]<br>そうぞくぜい <br> inheritance tax, death duty
[sound:s-1560_天気の変わりが激しい。.mp3]	<b>変わり</b> <br> 天気の変わりが激しい。<br> てんきのかわりがはげしい <br>The weather changes drastically.
中心	[sound:k-1561_中心.mp3]<br>ちゅうしん <br> center, centre, middle, heart, core, focus, pivot, emphasis, balance
center, centre, middle, heart, core, focus, pivot, emphasis, balance	<b>中心<b> <br> ちゅうしん <br>[sound:k-1561_中心.mp3]
[sound:k-1561_中心.mp3]	center, centre, middle, heart, core, focus, pivot, emphasis, balance<br> <b>中心</b> <br> (ちゅうしん)
<b>変化</b> <br> 私の人生に大きな変化が起こった。	[sound:s-1561_私の人生に大きな変化が起こった。.mp3] <br> わたしのじんせいにおおきなへんかがおこった。 <br>There has been a significant change in my life.
[sound:s-1561_私の人生に大きな変化が起こった。.mp3]	<b>変化</b> <br> 私の人生に大きな変化が起こった。<br> わたしのじんせいにおおきなへんかがおこった <br>There has been a significant change in my life.
心不全	[sound:k-1562_心不全.mp3]<br>しんふぜん <br> heart failure
heart failure	<b>心不全<b> <br> しんふぜん <br>[sound:k-1562_心不全.mp3]
[sound:k-1562_心不全.mp3]	heart failure<br> <b>心不全</b> <br> (しんふぜん)
<b>大変</b> <br> 彼は大変忙しい仕事をしている。	[sound:s-1562_彼は大変忙しい仕事をしている。.mp3] <br> かれはたいへんいそがしいしごとをしている。 <br>He is very busy with work.
[sound:s-1562_彼は大変忙しい仕事をしている。.mp3]	<b>大変</b> <br> 彼は大変忙しい仕事をしている。<br> かれはたいへんいそがしいしごとをしている <br>He is very busy with work.
心から	[sound:k-1563_心から.mp3]<br>しんから, こころから <br> from the bottom of one's heart, heart and soul, by nature
from the bottom of one's heart, heart and soul, by nature	<b>心から<b> <br> しんから, こころから <br>[sound:k-1563_心から.mp3]
[sound:k-1563_心から.mp3]	from the bottom of one's heart, heart and soul, by nature<br> <b>心から</b> <br> (しんから, こころから)
<b>変更</b> <br> 予定が変更された。	[sound:s-1563_予定が変更された。.mp3] <br> よていがへんこうされた。 <br>The schedule has been changed.
[sound:s-1563_予定が変更された。.mp3]	<b>変更</b> <br> 予定が変更された。<br> よていがへんこうされた <br>The schedule has been changed.
心臓	[sound:k-1564_心臓.mp3]<br>しんぞう <br> heart
heart	<b>心臓<b> <br> しんぞう <br>[sound:k-1564_心臓.mp3]
[sound:k-1564_心臓.mp3]	heart<br> <b>心臓</b> <br> (しんぞう)
<b>変動</b> <br> 通貨市場は常に変動している。	[sound:s-1564_通貨市場は常に変動している。.mp3] <br> つうかしじょうはつねにへんどうしている。 <br>The currency market is constantly fluctuating.
[sound:s-1564_通貨市場は常に変動している。.mp3]	<b>変動</b> <br> 通貨市場は常に変動している。<br> つうかしじょうはつねにへんどうしている <br>The currency market is constantly fluctuating.
心配	[sound:k-1565_心配.mp3]<br>しんぱい <br> worry, concern, anxiety; care, help, aid, assistance
worry, concern, anxiety; care, help, aid, assistance	<b>心配<b> <br> しんぱい <br>[sound:k-1565_心配.mp3]
[sound:k-1565_心配.mp3]	worry, concern, anxiety; care, help, aid, assistance<br> <b>心配</b> <br> (しんぱい)
<b>変</b> <br> 彼の考え方は少し変だ。	[sound:s-1565_彼の考え方は少し変だ。.mp3] <br> かれのかんがえかたはすこしへんだ。 <br>His way of thinking is a bit strange.
[sound:s-1565_彼の考え方は少し変だ。.mp3]	<b>変</b> <br> 彼の考え方は少し変だ。<br> かれのかんがえかたはすこしへんだ <br>His way of thinking is a bit strange.
心理	[sound:k-1566_心理.mp3]<br>しんり <br> mentality
mentality	<b>心理<b> <br> しんり <br>[sound:k-1566_心理.mp3]
[sound:k-1566_心理.mp3]	mentality<br> <b>心理</b> <br> (しんり)
<b>変革</b> <br> 新しいリーダーシップによって変革が進められている。	[sound:s-1566_新しいリーダーシップによって変革が進められている。.mp3] <br> あたらしいりーだーしっぷによってへんかくがすすめられている。 <br>Transformation is being driven by new leadership.
[sound:s-1566_新しいリーダーシップによって変革が進められている。.mp3]	<b>変革</b> <br> 新しいリーダーシップによって変革が進められている。<br> あたらしいりーだーしっぷによってへんかくがすすめられている <br>Transformation is being driven by new leadership.
安心	[sound:k-1567_安心.mp3]<br>あんしん <br> relief, peace of mind
relief, peace of mind	<b>安心<b> <br> あんしん <br>[sound:k-1567_安心.mp3]
[sound:k-1567_安心.mp3]	relief, peace of mind<br> <b>安心</b> <br> (あんしん)
<b>打つ</b> <br> 彼はボールを強く打った。	[sound:s-1567_彼はボールを強く打った。.mp3] <br> かれはぼーるをつよくうった。 <br>He hit the ball hard.
[sound:s-1567_彼はボールを強く打った。.mp3]	<b>打つ</b> <br> 彼はボールを強く打った。<br> かれはぼーるをつよくうった <br>He hit the ball hard.
都心	[sound:k-1568_都心.mp3]<br>としん <br> city centre (center) (esp. capital city), urban centre, heart of city a metropolis
city centre (center) (esp. capital city), urban centre, heart of city a metropolis	<b>都心<b> <br> としん <br>[sound:k-1568_都心.mp3]
[sound:k-1568_都心.mp3]	city centre<br> <b>center) (esp. capital city), urban centre, heart of city a metropolis (都心</b> <br> (としん)
<b>本塁打</b> <br> 彼は今シーズンで多くの本塁打を打った。	[sound:s-1568_彼は今シーズンで多くの本塁打を打った。.mp3] <br> かれはこんしーずんでおおくのほんるいだをうった。 <br>He hit many home runs this season.
[sound:s-1568_彼は今シーズンで多くの本塁打を打った。.mp3]	<b>本塁打</b> <br> 彼は今シーズンで多くの本塁打を打った。<br> かれはこんしーずんでおおくのほんるいだをうった <br>He hit many home runs this season.
熱心	[sound:k-1569_熱心.mp3]<br>ねっしん <br> zeal, enthusiasm
zeal, enthusiasm	<b>熱心<b> <br> ねっしん <br>[sound:k-1569_熱心.mp3]
[sound:k-1569_熱心.mp3]	zeal, enthusiasm<br> <b>熱心</b> <br> (ねっしん)
<b>打撃</b> <br> 彼の打撃はチームに勇気を与えた。	[sound:s-1569_彼の打撃はチームに勇気を与えた。.mp3] <br> かれのだげきはちーむにゆうきをあたえた。 <br>His batting gave courage to the team.
[sound:s-1569_彼の打撃はチームに勇気を与えた。.mp3]	<b>打撃</b> <br> 彼の打撃はチームに勇気を与えた。<br> かれのだげきはちーむにゆうきをあたえた <br>His batting gave courage to the team.
業界	[sound:k-1570_業界.mp3]<br>ぎょうかい <br> industry, business
industry, business	<b>業界<b> <br> ぎょうかい <br>[sound:k-1570_業界.mp3]
[sound:k-1570_業界.mp3]	industry, business<br> <b>業界</b> <br> (ぎょうかい)
<b>打線</b> <br> このチームの打線はとても強力だ。	[sound:s-1570_このチームの打線はとても強力だ。.mp3] <br> このちーむのだせんはとてもきょうりょくだ。 <br>The batting lineup of this team is very powerful.
[sound:s-1570_このチームの打線はとても強力だ。.mp3]	<b>打線</b> <br> このチームの打線はとても強力だ。<br> このちーむのだせんはとてもきょうりょくだ <br>The batting lineup of this team is very powerful.
世界	[sound:k-1571_世界.mp3]<br>せかい <br> the world, society, the universe
the world, society, the universe	<b>世界<b> <br> せかい <br>[sound:k-1571_世界.mp3]
[sound:k-1571_世界.mp3]	the world, society, the universe<br> <b>世界</b> <br> (せかい)
<b>安打</b> <br> 彼はその試合で安打を記録した。	[sound:s-1571_彼はその試合で安打を記録した。.mp3] <br> かれはそのしあいであんだをきろくした。 <br>He recorded a base hit in that game.
[sound:s-1571_彼はその試合で安打を記録した。.mp3]	<b>安打</b> <br> 彼はその試合で安打を記録した。<br> かれはそのしあいであんだをきろくした <br>He recorded a base hit in that game.
政界	[sound:k-1572_政界.mp3]<br>せいかい <br> political world
political world	<b>政界<b> <br> せいかい <br>[sound:k-1572_政界.mp3]
[sound:k-1572_政界.mp3]	political world<br> <b>政界</b> <br> (せいかい)
<b>打者</b> <br> 彼は優れた打者です。	[sound:s-1572_彼は優れた打者です。.mp3] <br> かれはすぐれただしゃです。 <br>He is an excellent batter.
[sound:s-1572_彼は優れた打者です。.mp3]	<b>打者</b> <br> 彼は優れた打者です。<br> かれはすぐれただしゃです <br>He is an excellent batter.
財界	[sound:k-1573_財界.mp3]<br>ざいかい <br> financial world
financial world	<b>財界<b> <br> ざいかい <br>[sound:k-1573_財界.mp3]
[sound:k-1573_財界.mp3]	financial world<br> <b>財界</b> <br> (ざいかい)
<b>二塁打</b> <br> 彼はその試合で二塁打を打った。	[sound:s-1573_彼はその試合で二塁打を打った。.mp3] <br> かれはそのしあいでにるいだをうった。 <br>He hit a double in that game.
[sound:s-1573_彼はその試合で二塁打を打った。.mp3]	<b>二塁打</b> <br> 彼はその試合で二塁打を打った。<br> かれはそのしあいでにるいだをうった <br>He hit a double in that game.
限界	[sound:k-1574_限界.mp3]<br>げんかい <br> limit, bound
limit, bound	<b>限界<b> <br> げんかい <br>[sound:k-1574_限界.mp3]
[sound:k-1574_限界.mp3]	limit, bound<br> <b>限界</b> <br> (げんかい)
<b>打席</b> <br> 彼はその試合で多くの打席を得た。	[sound:s-1574_彼はその試合で多くの打席を得た。.mp3] <br> かれはそのしあいでおおくのだせきをえた。 <br>He had many at-bats in that game.
[sound:s-1574_彼はその試合で多くの打席を得た。.mp3]	<b>打席</b> <br> 彼はその試合で多くの打席を得た。<br> かれはそのしあいでおおくのだせきをえた <br>He had many at-bats in that game.
世界的	[sound:k-1575_世界的.mp3]<br>せかいてき <br> global, international, world-famous
global, international, world-famous	<b>世界的<b> <br> せかいてき <br>[sound:k-1575_世界的.mp3]
[sound:k-1575_世界的.mp3]	global, international, world-famous<br> <b>世界的</b> <br> (せかいてき)
<b>打ち上げ</b> <br> 大会後に選手たちは打ち上げを行った。	[sound:s-1575_大会後に選手たちは打ち上げを行った。.mp3] <br> たいかいごにせんしゅたちはうちあげをおこなった。 <br>The players held a celebration party after the tournament.
[sound:s-1575_大会後に選手たちは打ち上げを行った。.mp3]	<b>打ち上げ</b> <br> 大会後に選手たちは打ち上げを行った。<br> たいかいごにせんしゅたちはうちあげをおこなった <br>The players held a celebration party after the tournament.
経済界	[sound:k-1576_経済界.mp3]<br>けいざいかい <br> economic world, financial circles
economic world, financial circles	<b>経済界<b> <br> けいざいかい <br>[sound:k-1576_経済界.mp3]
[sound:k-1576_経済界.mp3]	economic world, financial circles<br> <b>経済界</b> <br> (けいざいかい)
<b>打開</b> <br> 彼は困難な状況から打開する方法を見つけた。	[sound:s-1576_彼は困難な状況から打開する方法を見つけた。.mp3] <br> かれはこんなんなじょうきょうからだかいするほうほうをみつけた。 <br>He found a way to break through the difficult situation.
[sound:s-1576_彼は困難な状況から打開する方法を見つけた。.mp3]	<b>打開</b> <br> 彼は困難な状況から打開する方法を見つけた。<br> かれはこんなんなじょうきょうからだかいするほうほうをみつけた <br>He found a way to break through the difficult situation.
産業界	[sound:k-1577_産業界.mp3]<br>さんぎょうかい <br> the industrial world
the industrial world	<b>産業界<b> <br> さんぎょうかい <br>[sound:k-1577_産業界.mp3]
[sound:k-1577_産業界.mp3]	the industrial world<br> <b>産業界</b> <br> (さんぎょうかい)
<b>男</b> <br> 彼は真の男のように振る舞った。	[sound:s-1577_彼は真の男のように振る舞った。.mp3] <br> かれはしんのおとこのようにふるまった。 <br>He behaved like a real man.
[sound:s-1577_彼は真の男のように振る舞った。.mp3]	<b>男</b> <br> 彼は真の男のように振る舞った。<br> かれはしんのおとこのようにふるまった <br>He behaved like a real man.
世界一	[sound:k-1578_世界一.mp3]<br>せかいいち <br> best in the world
best in the world	<b>世界一<b> <br> せかいいち <br>[sound:k-1578_世界一.mp3]
[sound:k-1578_世界一.mp3]	best in the world<br> <b>世界一</b> <br> (せかいいち)
<b>男子</b> <br> その学校には男子と女子が均等にいる。	[sound:s-1578_その学校には男子と女子が均等にいる。.mp3] <br> そのがっこうにはだんしとじょしはきんとうにいる。 <br>There are an equal number of boys and girls in that school.
[sound:s-1578_その学校には男子と女子が均等にいる。.mp3]	<b>男子</b> <br> その学校には男子と女子が均等にいる。<br> そのがっこうにはだんしとじょしはきんとうにいる <br>There are an equal number of boys and girls in that school.
境界	[sound:k-1579_境界.mp3]<br>きょうかい <br> boundary
boundary	<b>境界<b> <br> きょうかい <br>[sound:k-1579_境界.mp3]
[sound:k-1579_境界.mp3]	boundary<br> <b>境界</b> <br> (きょうかい)
<b>男性</b> <br> その職場は男性が多い。	[sound:s-1579_その職場は男性が多い。.mp3] <br> そのしょくばはだんせいがおおい。 <br>There are many men in that workplace.
[sound:s-1579_その職場は男性が多い。.mp3]	<b>男性</b> <br> その職場は男性が多い。<br> そのしょくばはだんせいがおおい <br>There are many men in that workplace.
支援	[sound:k-1580_支援.mp3]<br>しえん <br> support, backing, aid, assistance
support, backing, aid, assistance	<b>支援<b> <br> しえん <br>[sound:k-1580_支援.mp3]
[sound:k-1580_支援.mp3]	support, backing, aid, assistance<br> <b>支援</b> <br> (しえん)
<b>長男</b> <br> 彼は家族の長男です。	[sound:s-1580_彼は家族の長男です。.mp3] <br> かれはかぞくのちょうなんです。 <br>He is the eldest son in the family.
[sound:s-1580_彼は家族の長男です。.mp3]	<b>長男</b> <br> 彼は家族の長男です。<br> かれはかぞくのちょうなんです <br>He is the eldest son in the family.
支持	[sound:k-1581_支持.mp3]<br>しじ <br> support, maintenance
support, maintenance	<b>支持<b> <br> しじ <br>[sound:k-1581_支持.mp3]
[sound:k-1581_支持.mp3]	support, maintenance<br> <b>支持</b> <br> (しじ)
<b>男女</b> <br> 男女平等の社会を目指すべきだ。	[sound:s-1581_男女平等の社会を目指すべきだ。.mp3] <br> だんじょびょうどうのしゃかいをめざすべきだ。 <br>We should aim for gender equality in society.
[sound:s-1581_男女平等の社会を目指すべきだ。.mp3]	<b>男女</b> <br> 男女平等の社会を目指すべきだ。<br> だんじょびょうどうのしゃかいをめざすべきだ <br>We should aim for gender equality in society.
支局	[sound:k-1582_支局.mp3]<br>しきょく <br> branch office
branch office	<b>支局<b> <br> しきょく <br>[sound:k-1582_支局.mp3]
[sound:k-1582_支局.mp3]	branch office<br> <b>支局</b> <br> (しきょく)
<b>男の子</b> <br> 公園でたくさんの男の子が遊んでいる。	[sound:s-1582_公園でたくさんの男の子が遊んでいる。.mp3] <br> こうえんでたくさんのおとこのこがあそんでいる。 <br>Many boys are playing in the park.
[sound:s-1582_公園でたくさんの男の子が遊んでいる。.mp3]	<b>男の子</b> <br> 公園でたくさんの男の子が遊んでいる。<br> こうえんでたくさんのおとこのこがあそんでいる <br>Many boys are playing in the park.
支店	[sound:k-1583_支店.mp3]<br>してん <br> branch store (office)
branch store (office)	<b>支店<b> <br> してん <br>[sound:k-1583_支店.mp3]
[sound:k-1583_支店.mp3]	branch store<br> <b>office) (支店</b> <br> (してん)
<b>三男</b> <br> 彼の家族には三男がいます。	[sound:s-1583_彼の家族には三男がいます。.mp3] <br> かれのかぞくにはさんなんがいます。 <br>He has three sons in his family.
[sound:s-1583_彼の家族には三男がいます。.mp3]	<b>三男</b> <br> 彼の家族には三男がいます。<br> かれのかぞくにはさんなんがいます <br>He has three sons in his family.
支配	[sound:k-1584_支配.mp3]<br>しはい <br> rule, control, direction
rule, control, direction	<b>支配<b> <br> しはい <br>[sound:k-1584_支配.mp3]
[sound:k-1584_支配.mp3]	rule, control, direction<br> <b>支配</b> <br> (しはい)
<b>男児</b> <br> 子供たちは男児と女児が半々です。	[sound:s-1584_子供たちは男児と女児が半々です。.mp3] <br> こどもたちはだんじとじょじがはんはんです。 <br>The children consist of equal numbers of boys and girls.
[sound:s-1584_子供たちは男児と女児が半々です。.mp3]	<b>男児</b> <br> 子供たちは男児と女児が半々です。<br> こどもたちはだんじとじょじがはんはんです <br>The children consist of equal numbers of boys and girls.
支部	[sound:k-1585_支部.mp3]<br>しぶ <br> branch, subdivision
branch, subdivision	<b>支部<b> <br> しぶ <br>[sound:k-1585_支部.mp3]
[sound:k-1585_支部.mp3]	branch, subdivision<br> <b>支部</b> <br> (しぶ)
<b>一男</b> <br> 彼は家族の中で一男です。	[sound:s-1585_彼は家族の中で一男です。.mp3] <br> かれはかぞくのなかでいちなんです。 <br>He is the eldest son in the family.
[sound:s-1585_彼は家族の中で一男です。.mp3]	<b>一男</b> <br> 彼は家族の中で一男です。<br> かれはかぞくのなかでいちなんです <br>He is the eldest son in the family.
収支	[sound:k-1586_収支.mp3]<br>しゅうし <br> income and expenditure
income and expenditure	<b>収支<b> <br> しゅうし <br>[sound:k-1586_収支.mp3]
[sound:k-1586_収支.mp3]	income and expenditure<br> <b>収支</b> <br> (しゅうし)
<b>男優</b> <br> 彼は有名な俳優として活躍している。	[sound:s-1586_彼は有名な俳優として活躍している。.mp3] <br> かれはゆうめいなはいゆうとしてかつやくしている。 <br>He is active as a famous actor.
[sound:s-1586_彼は有名な俳優として活躍している。.mp3]	<b>男優</b> <br> 彼は有名な俳優として活躍している。<br> かれはゆうめいなはいゆうとしてかつやくしている <br>He is active as a famous actor.
支払い	[sound:k-1587_支払い.mp3]<br>しはらい <br> payment
payment	<b>支払い<b> <br> しはらい <br>[sound:k-1587_支払い.mp3]
[sound:k-1587_支払い.mp3]	payment<br> <b>支払い</b> <br> (しはらい)
<b>基本</b> <br> 数学の基本を学ぶことは重要です。	[sound:s-1587_数学の基本を学ぶことは重要です。.mp3] <br> すうがくのきほんをまなぶことはじゅうようです。 <br>Learning the basics of mathematics is important.
[sound:s-1587_数学の基本を学ぶことは重要です。.mp3]	<b>基本</b> <br> 数学の基本を学ぶことは重要です。<br> すうがくのきほんをまなぶことはじゅうようです <br>Learning the basics of mathematics is important.
支出	[sound:k-1588_支出.mp3]<br>ししゅつ <br> expenditure, expenses
expenditure, expenses	<b>支出<b> <br> ししゅつ <br>[sound:k-1588_支出.mp3]
[sound:k-1588_支出.mp3]	expenditure, expenses<br> <b>支出</b> <br> (ししゅつ)
<b>基準</b> <br> この製品は安全基準を満たしています。	[sound:s-1588_この製品は安全基準を満たしています。.mp3] <br> このせいひんはあんぜんきじゅんをみたしています。 <br>This product meets safety standards.
[sound:s-1588_この製品は安全基準を満たしています。.mp3]	<b>基準</b> <br> この製品は安全基準を満たしています。<br> このせいひんはあんぜんきじゅんをみたしています <br>This product meets safety standards.
支給	[sound:k-1589_支給.mp3]<br>しきゅう <br> provision, supply, payment, allowance, grant
provision, supply, payment, allowance, grant	<b>支給<b> <br> しきゅう <br>[sound:k-1589_支給.mp3]
[sound:k-1589_支給.mp3]	provision, supply, payment, allowance, grant<br> <b>支給</b> <br> (しきゅう)
<b>基金</b> <br> そのプロジェクトのための基金が集められました。	[sound:s-1589_そのプロジェクトのための基金が集められました。.mp3] <br> そのぷろじぇくとのためのききんがあつめられました。 <br>Funds have been raised for the project.
[sound:s-1589_そのプロジェクトのための基金が集められました。.mp3]	<b>基金</b> <br> そのプロジェクトのための基金が集められました。<br> そのぷろじぇくとのためのききんがあつめられました <br>Funds have been raised for the project.
次第に	[sound:k-1590_次第に.mp3]<br>しだいに <br> gradually (progress into a state); in sequence, in order, in turn
gradually (progress into a state); in sequence, in order, in turn	<b>次第に<b> <br> しだいに <br>[sound:k-1590_次第に.mp3]
[sound:k-1590_次第に.mp3]	gradually<br> <b>progress into a state); in sequence, in order, in turn (次第に</b> <br> (しだいに)
<b>基礎</b> <br> 科学の基礎を理解することは重要です。	[sound:s-1590_科学の基礎を理解することは重要です。.mp3] <br> かがくのきそをりかいすることはじゅうようです。 <br>Understanding the basics of science is important.
[sound:s-1590_科学の基礎を理解することは重要です。.mp3]	<b>基礎</b> <br> 科学の基礎を理解することは重要です。<br> かがくのきそをりかいすることはじゅうようです <br>Understanding the basics of science is important.
第一歩	[sound:k-1591_第一歩.mp3]<br>だいいっぽ <br> first step
first step	<b>第一歩<b> <br> だいいっぽ <br>[sound:k-1591_第一歩.mp3]
[sound:k-1591_第一歩.mp3]	first step<br> <b>第一歩</b> <br> (だいいっぽ)
<b>基地</b> <br> 軍事基地がその地域に建設された。	[sound:s-1591_軍事基地がその地域に建設された。.mp3] <br> ぐんじきちがそのちいきにけんせつされた。 <br>A military base was built in the area.
[sound:s-1591_軍事基地がその地域に建設された。.mp3]	<b>基地</b> <br> 軍事基地がその地域に建設された。<br> ぐんじきちがそのちいきにけんせつされた <br>A military base was built in the area.
第三者	[sound:k-1592_第三者.mp3]<br>だいさんしゃ <br> third person, outsider, disinterested person
third person, outsider, disinterested person	<b>第三者<b> <br> だいさんしゃ <br>[sound:k-1592_第三者.mp3]
[sound:k-1592_第三者.mp3]	third person, outsider, disinterested person<br> <b>第三者</b> <br> (だいさんしゃ)
<b>基盤</b> <br> 成功するためには強固な基盤が必要です。	[sound:s-1592_成功するためには強固な基盤が必要です。.mp3] <br> せいこうするためにはきょうこなきばんがひつようです。 <br>A solid foundation is necessary for success.
[sound:s-1592_成功するためには強固な基盤が必要です。.mp3]	<b>基盤</b> <br> 成功するためには強固な基盤が必要です。<br> せいこうするためにはきょうこなきばんがひつようです <br>A solid foundation is necessary for success.
第一人者	[sound:k-1593_第一人者.mp3]<br>だいいちにんしゃ <br> leading person
leading person	<b>第一人者<b> <br> だいいちにんしゃ <br>[sound:k-1593_第一人者.mp3]
[sound:k-1593_第一人者.mp3]	leading person<br> <b>第一人者</b> <br> (だいいちにんしゃ)
<b>基本的</b> <br> その問題の解決には基本的な知識が必要だ。	[sound:s-1593_その問題の解決には基本的な知識が必要だ。.mp3] <br> そのもんだいのかいけつにはきほんてきなちしきがひつようだ。 <br>Basic knowledge is required to solve the problem.
[sound:s-1593_その問題の解決には基本的な知識が必要だ。.mp3]	<b>基本的</b> <br> その問題の解決には基本的な知識が必要だ。<br> そのもんだいのかいけつにはきほんてきなちしきがひつようだ <br>Basic knowledge is required to solve the problem.
第二次世界大戦	[sound:k-1594_第二次世界大戦.mp3]<br>だいにじせかいたいせん <br> World War II
World War II	<b>第二次世界大戦<b> <br> だいにじせかいたいせん <br>[sound:k-1594_第二次世界大戦.mp3]
[sound:k-1594_第二次世界大戦.mp3]	World War II<br> <b>第二次世界大戦</b> <br> (だいにじせかいたいせん)
<b>基調</b> <br> この会議の基調は協力と共同です。	[sound:s-1594_この会議の基調は協力と共同です。.mp3] <br> このかいぎのきちょうはきょうりょくときょうどうです。 <br>The theme of this meeting is cooperation and collaboration.
[sound:s-1594_この会議の基調は協力と共同です。.mp3]	<b>基調</b> <br> この会議の基調は協力と共同です。<br> このかいぎのきちょうはきょうりょくときょうどうです <br>The theme of this meeting is cooperation and collaboration.
第一線	[sound:k-1595_第一線.mp3]<br>だいいっせん <br> the front (of a battlefield), forefront
the front (of a battlefield), forefront	<b>第一線<b> <br> だいいっせん <br>[sound:k-1595_第一線.mp3]
[sound:k-1595_第一線.mp3]	the front<br> <b>of a battlefield), forefront (第一線</b> <br> (だいいっせん)
<b>基幹</b> <br> この計画の成功は基幹となる技術に依存しています。	[sound:s-1595_この計画の成功は基幹となる技術に依存しています。.mp3] <br> このけいかくのせいこうはきかんとなるぎじゅつにいそんしています。 <br>The success of this plan depends on the core technology.
[sound:s-1595_この計画の成功は基幹となる技術に依存しています。.mp3]	<b>基幹</b> <br> この計画の成功は基幹となる技術に依存しています。<br> このけいかくのせいこうはきかんとなるぎじゅつにいそんしています <br>The success of this plan depends on the core technology.
第一声	[sound:k-1596_第一声.mp3]<br>だいいっせい <br> first tone, first speech
first tone, first speech	<b>第一声<b> <br> だいいっせい <br>[sound:k-1596_第一声.mp3]
[sound:k-1596_第一声.mp3]	first tone, first speech<br> <b>第一声</b> <br> (だいいっせい)
<b>基軸</b> <br> その計画の基軸は持続可能性です。	[sound:s-1596_その計画の基軸は持続可能性です。.mp3] <br> そのけいかくのきじくはじぞくかのうせいです。 <br>The cornerstone of the plan is sustainability.
[sound:s-1596_その計画の基軸は持続可能性です。.mp3]	<b>基軸</b> <br> その計画の基軸は持続可能性です。<br> そのけいかくのきじくはじぞくかのうせいです <br>The cornerstone of the plan is sustainability.
第三国	[sound:k-1597_第三国.mp3]<br>だいさんごく <br> a third country
a third country	<b>第三国<b> <br> だいさんごく <br>[sound:k-1597_第三国.mp3]
[sound:k-1597_第三国.mp3]	a third country<br> <b>第三国</b> <br> (だいさんごく)
<b>私</b> <br> 私は毎日散歩するのが好きです。	[sound:s-1597_私は毎日散歩するのが好きです。.mp3] <br> わたしはまいにちさんぽするのがすきです。 <br>I like to take a walk every day.
[sound:s-1597_私は毎日散歩するのが好きです。.mp3]	<b>私</b> <br> 私は毎日散歩するのが好きです。<br> わたしはまいにちさんぽするのがすきです <br>I like to take a walk every day.
次第	[sound:k-1598_次第.mp3]<br>しだい <br> dependent upon; as soon as, immediately (upon); circumstances; order, precedence, program, programme, agenda
dependent upon; as soon as, immediately (upon); circumstances; order, precedence, program, programme, agenda	<b>次第<b> <br> しだい <br>[sound:k-1598_次第.mp3]
[sound:k-1598_次第.mp3]	dependent upon; as soon as, immediately<br> <b>upon); circumstances; order, precedence, program, programme, agenda (次第</b> <br> (しだい)
<b>私立</b> <br> 彼の子供たちは私立学校に通っている。	[sound:s-1598_彼の子供たちは私立学校に通っている。.mp3] <br> かれのこどもたちはわたくしりつがっこうにかよっている。 <br>His children attend a private school.
[sound:s-1598_彼の子供たちは私立学校に通っている。.mp3]	<b>私立</b> <br> 彼の子供たちは私立学校に通っている。<br> かれのこどもたちはわたくしりつがっこうにかよっている <br>His children attend a private school.
第一義	[sound:k-1599_第一義.mp3]<br>だいいちぎ <br> first principle, original or greatest import
first principle, original or greatest import	<b>第一義<b> <br> だいいちぎ <br>[sound:k-1599_第一義.mp3]
[sound:k-1599_第一義.mp3]	first principle, original or greatest import<br> <b>第一義</b> <br> (だいいちぎ)
<b>私邸</b> <br> 彼の私邸は郊外にある。	[sound:s-1599_彼の私邸は郊外にある。.mp3] <br> かれのしていはこうがいにある。 <br>His private residence is in the suburbs.
[sound:s-1599_彼の私邸は郊外にある。.mp3]	<b>私邸</b> <br> 彼の私邸は郊外にある。<br> かれのしていはこうがいにある <br>His private residence is in the suburbs.
共産党	[sound:k-1600_共産党.mp3]<br>きょうさんとう <br> Communist Party
Communist Party	<b>共産党<b> <br> きょうさんとう <br>[sound:k-1600_共産党.mp3]
[sound:k-1600_共産党.mp3]	Communist Party<br> <b>共産党</b> <br> (きょうさんとう)
<b>私的</b> <br> 私的な問題を公にするのは避けたい。	[sound:s-1600_私的な問題を公にするのは避けたい。.mp3] <br> わたしてきなもんだいをおおやけにするのはさけたい。 <br>I want to avoid making private matters public.
[sound:s-1600_私的な問題を公にするのは避けたい。.mp3]	<b>私的</b> <br> 私的な問題を公にするのは避けたい。<br> わたしてきなもんだいをおおやけにするのはさけたい <br>I want to avoid making private matters public.
産業	[sound:k-1601_産業.mp3]<br>さんぎょう <br> industry
industry	<b>産業<b> <br> さんぎょう <br>[sound:k-1601_産業.mp3]
[sound:k-1601_産業.mp3]	industry<br> <b>産業</b> <br> (さんぎょう)
<b>私鉄</b> <br> その地域では私鉄が交通の中心です。	[sound:s-1601_その地域では私鉄が交通の中心です。.mp3] <br> そのちいきではしてつがこうつうのちゅうしんです。 <br>"In that area, private railways are the main mode of transportation."
[sound:s-1601_その地域では私鉄が交通の中心です。.mp3]	<b>私鉄</b> <br> その地域では私鉄が交通の中心です。<br> そのちいきではしてつがこうつうのちゅうしんです <br>In that area, private railways are the main mode of transportation.
生産	[sound:k-1602_生産.mp3]<br>せいさん <br> production, manufacture
production, manufacture	<b>生産<b> <br> せいさん <br>[sound:k-1602_生産.mp3]
[sound:k-1602_生産.mp3]	production, manufacture<br> <b>生産</b> <br> (せいさん)
<b>公私</b> <br> 仕事とプライベートのバランスを保つことは重要だ。	[sound:s-1602_仕事とプライベートのバランスを保つことは重要だ。.mp3] <br> しごととぷらいべーとのばらんすをたもつことはじゅうようだ。 <br>Maintaining a balance between work and personal life is important.
